,duration,energy,power,min_pitch,max_pitch,mean_pitch,pitch_sd,pitch_abs,pitch_quant,pitchUvsVRatio,Time:8,iDifference,diffPitchMaxMin,diffPitchMaxMean,diffPitchMaxMode,intensityMin,intensityMax,intensityMean,intensitySD,intensityQuant,diffIntMaxMin,diffIntMaxMean,diffIntMaxMode,avgVal1,avgVal2,avgVal3,avgBand1,avgBand2,avgBand3,fmean1,fmean2,fmean3,f2meanf1,f3meanf1,f1STD,f2STD,f3STD,f2STDf1,f2STDf2,jitter,shimmer,jitterRap,meanPeriod,percentUnvoiced,numVoiceBreaks,PercentBreaks,speakRate,numPause,maxDurPause,avgDurPause,TotDurPause:3,iInterval,MaxRising:3,MaxFalling:3,AvgTotRis:3,AvgTotFall:3,numRising,numFall,loudness,Worker,Overall,RecommendHiring,Colleague,Engaged,Excited,SpeakingRate,NoFillers,Friendly,Paused,EngagingTone,StructuredAnswers,Calm,NotStressed,Focused,Authentic,NotAwkward,Total
p67,112.560475,0.018987208706939904,0.0001734216714288133,72.46496470022461,361.49612957121485,134.96365889090023,31.864940036751086,166.0313381281785,127.51264069378313,1.7525511003511973,112.53461250199999,6.945771715402179,289.0311648709902,226.53247068031465,233.98348887743174,32.20670788696704,78.33162228364544,55.806693937225546,8.0382076076273,50.53792659114605,46.12491439667841,22.524928346419905,27.793695692499398,627.369610220742,1770.332880221376,0.0,391.49733066673355,573.2696862732843,0.0,627.3696102207415,1770.332880221376,2813.2941646155805,2.822952170588691,4.485977217337742,324.5346646559899,415.52589267842643,406.1935116564896,1.2819496782961748,1.251862479892807,0.020308000000000003,0.17186600000000002,0.010522,0.007443063800000001,0.526244,286.4,0.5861919999999999,0.00027525416208085536,104.0,3.820800000000002,0.6938000000000001,71.72840000000001,308.8,243.63240000000002,234.40780000000004,20.7038,15.4254,182.4,12658.053829700986,,0.0,7.0,7.0,1.4,1.4,1.2,0.8,0.4,1.2,1.0,1.2,1.0,1.2,1.2,1.4,1.2,1.2,107.0
p69,53.55104583333333,0.0030168754413335895,5.3875451927614e-05,72.44546058638153,346.02548192562114,118.96868554583496,65.8243795591259,292.6785698704008,92.15119715146936,1.7347586948437885,53.523647915999994,130.9785695916607,273.5800213392396,227.05679637978614,253.87428477415173,34.56005362504717,64.77080593853891,51.24443719721626,6.518319958142444,46.40965081295781,30.210752313491746,13.526368741322656,18.361155125581107,708.6372905709962,1836.125830964243,0.0,541.0286660752413,592.1354894209184,0.0,708.6372905709967,1836.1258309642449,2818.276159163545,2.5918028878156507,3.9779687563453834,374.2920848509204,386.9606074845516,498.37033223607585,1.0345632984653157,1.3328693950941166,0.034367999999999996,0.19226000000000001,0.018332,0.0085698174,0.53845,133.4,0.6108459999999999,0.0005508451882776543,46.4,2.519466666666667,0.6861999999999999,32.0866,140.2,250.55,252.47259999999997,42.193200000000004,40.5072,78.0,6232.199823441863,,0.0,4.0,4.0,0.6,0.6,0.2,0.2,1.0,0.6,1.4,0.2,1.0,1.2,1.2,0.8,0.8,0.8,72.0
p70,24.362895833333333,0.002184794239532979,8.966714286984672e-05,66.06056604106212,357.55311730408465,234.87894251401977,43.97218450707114,364.04178711308333,240.1216290460598,0.47644900290462877,24.337072916000004,14.44562934721479,291.49255126302256,122.67417479006488,117.43148825802487,35.192185993564,66.03866980338182,53.49457922506252,6.3286257843724245,50.23494329678745,30.846483809817805,12.54409057831929,15.803726506594359,667.2456436667861,1919.4702766872965,0.0,445.1941736865739,637.1054184800164,0.0,667.2456436667865,1919.4702766872974,2894.0930919436955,2.8791433977732717,4.3412614103181575,329.4138380421303,373.85913626186095,359.7354437490412,1.1370546434134572,1.092376899306313,0.02284,0.16079400000000002,0.012434,0.004252011,0.27391000000000004,48.2,0.28043,0.0006587830694667276,20.4,1.3930666666666673,0.5414000000000001,10.9796,58.8,168.289,172.87800000000001,31.5656,22.4532,39.2,1975.3516093633984,,0.0,6.0,6.0,1.2,1.2,1.2,0.8,1.2,1.4,1.4,1.0,1.2,1.2,1.0,1.2,1.4,0.8,105.0
p71,36.917087499999994,0.002014446498917338,5.2664252349638794e-05,73.84442996308746,366.20781405166565,198.59329800385186,43.18221133800968,302.4871681277552,201.7057572515291,0.9801645970836408,36.89104375,71.34843068884165,292.36338408857824,167.6145160478138,164.50205680013656,35.053575952972366,65.72967516981393,50.9317729203821,5.864583509396011,46.88316218142057,30.676099216841557,14.797902249431818,18.84651298839335,719.73370757939,1876.5548748062538,0.0,548.1439512439687,656.8294011200388,0.0,719.73370757939,1876.554874806253,3002.0521530090887,2.6083133352959766,4.173865330534875,318.5986820459037,355.4567595346965,361.4255262854178,1.1203538237661033,1.137359997803253,0.02468,0.171328,0.013675999999999999,0.005021044600000001,0.43449400000000005,95.6,0.443166,0.000585488931028049,29.6,2.4,0.6763999999999999,19.849399999999996,105.6,188.59699999999998,194.281,30.1144,23.814,59.4,4633.823097610995,,0.0,6.0,6.0,1.4,1.2,0.8,0.8,0.6,1.4,1.2,1.2,0.8,1.2,1.2,1.2,1.2,1.2,102.0
p72,25.273237499999997,0.002955727500540282,0.00010673137505049681,105.79701340898364,303.09991834066375,214.03431911102385,27.443469816950767,242.27454974763242,212.01992924286978,0.6609389659760964,25.245993750000004,100.39217604849853,197.30290493168005,89.06559922963987,91.07998909779388,34.80331152359949,67.86334576918165,54.07328433592081,7.027960238075737,50.133080289098146,33.06003424558216,13.790061433260837,17.730265480083506,631.7598145289177,1821.780241843068,0.0,481.7038511114154,590.9303345361083,0.0,631.7598145289173,1821.7802418430679,2902.741447353225,2.886459148790453,4.6004870582298025,328.89025575833796,348.407101180712,367.87144997570095,1.0681913433828034,1.1228764080163764,0.022996,0.157074,0.012554,0.0046787032,0.3640280000000001,52.4,0.35249600000000003,0.0007715704474416294,21.6,1.713066666666667,0.5816000000000001,12.3978,55.0,145.88479999999998,143.04659999999998,27.098599999999998,12.860400000000002,42.4,1275.132063803945,,0.0,4.0,3.0,0.8,1.0,0.6,0.8,0.2,0.8,1.2,0.8,0.8,0.8,0.8,1.0,1.2,0.6,75.0
p73,36.93104583333333,0.0026779443559605473,7.082523460679295e-05,70.2006146718735,341.73098986175285,179.27941852984424,41.4979499896912,261.30105879442146,179.70670183407265,0.8618587903990866,36.904272916000004,64.9590842736944,271.5303751898793,162.4515713319086,162.02428802768014,34.76292120598797,63.9824238380202,51.89253969345829,5.895222287636723,48.84275433419173,29.21950263203224,12.089884144561918,15.139669503828468,651.9810840810347,1837.7273857994799,0.0,407.1381456137718,595.0720379003953,0.0,651.9810840810339,1837.72738579948,2777.1810110478286,2.8265375023495665,4.268514475593101,281.39401789968895,370.63843848017143,351.2386945368677,1.3306540511012166,1.2506273066372737,0.019498,0.170474,0.010395999999999999,0.005562669,0.37652399999999997,96.4,0.424886,0.0006770986958768555,36.6,1.755733333333334,0.5456000000000001,19.649800000000003,99.6,159.27679999999998,164.1272,26.565800000000003,19.7512,58.6,3863.0788374141534,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,1.4,1.4,1.2,1.2,1.2,1.4,1.4,1.2,1.4,1.2,110.0
p74,29.24925,0.001783168299071258,6.213457286030459e-05,73.47292311945918,345.5787776689491,182.0909269586733,56.29129829342668,427.10183862573604,184.84513880248073,1.3090301921199667,29.222125,37.92634441546981,272.10585454948995,163.48785071027584,160.7336388664683,34.39544000408525,62.73643122179105,51.64610118917816,6.346954381341922,48.84347633673362,28.3409912177058,11.090330032612899,13.892954885057431,671.0983710432698,1844.615448558745,0.0,456.3511996280816,585.5513193638568,0.0,671.0983710432694,1844.615448558745,2883.853142497702,2.748748812611141,4.2980122394772176,327.14593098498324,360.40798443224827,369.37405971517944,1.1024612707944128,1.1307278228787279,0.03317,0.189974,0.017574,0.0054898431999999995,0.473318,90.0,0.5349360000000001,0.0008100280987913541,24.6,1.8666666666666665,0.5452,13.239399999999998,101.4,199.76680000000002,236.9966,38.3926,37.263400000000004,52.4,4914.068168061637,,0.0,5.0,5.0,1.2,1.2,0.8,0.8,0.6,1.4,1.2,1.0,1.0,1.2,1.2,1.2,1.2,1.0,98.0
p76,38.599666666666664,0.0028625381065687785,6.415013692462107e-05,66.71567562330559,353.2654986565291,160.78498335089165,42.526365989556496,255.85132753999642,147.51850616516194,1.441055098117896,38.572958334000006,82.85177615202538,286.54982303322345,192.48051530563734,205.74699249136702,35.42120890599624,65.99907878581865,51.688250748568876,5.865282339388943,48.46475698130511,30.577869879822412,14.310828037249781,17.53432180451355,653.1999234526719,1878.1450737207354,0.0,482.03684305878653,617.9919073105564,0.0,653.1999234526721,1878.1450737207356,3011.265734139953,2.8784575733513265,4.6148628468200865,337.4721743080345,349.57013918583,374.0613337691045,1.037123004975761,1.109078491873653,0.026762,0.183782,0.014739999999999998,0.006234017600000001,0.493314,106.2,0.539404,0.0008907458187242822,36.4,1.7173333333333332,0.511,19.2904,114.8,192.29879999999997,203.6044,24.3568,22.1988,65.2,4973.971222854726,,0.0,6.0,7.0,1.4,1.2,1.0,0.8,1.4,1.2,1.4,1.0,1.2,1.4,1.2,1.4,1.2,1.4,112.0
p77,41.4245,0.010634354741989711,0.00024490863659555205,77.00540787156754,393.9654648796225,220.92387834255268,51.09668424474243,314.93915957871565,230.87355490966675,0.8957514688010704,41.3985,102.18230091400244,316.96005700805495,173.0415865370698,163.09190996995576,34.42273326112762,71.42726278367816,57.709510665557595,8.372506948257357,52.88553192322088,37.00452952255055,13.717752118120577,18.541730860457285,685.5298724731496,1836.1944806924396,0.0,378.7095224315907,591.380503012341,0.0,685.529872473149,1836.1944806924403,2930.694952359275,2.67985007586584,4.278768757744459,265.99149387085293,390.4501580976173,328.1867726819273,1.474151687650005,1.2348440097142317,0.021728,0.14833400000000002,0.011378000000000001,0.00452583,0.40559400000000007,96.0,0.442638,0.0005000131621304461,33.4,2.8389020833333367,0.6716,22.4178,103.4,265.6828,197.166,37.6268,25.9594,60.8,4284.288594631907,,0.0,5.0,5.0,1.2,1.0,1.0,0.8,0.2,1.2,1.4,0.8,0.8,1.2,1.2,1.0,1.0,1.2,92.0
p78,28.31314583333333,0.0022302253851647644,7.930661708819119e-05,77.61282120610375,323.14800112716046,184.19129605647925,30.378840322826914,185.62109133364987,182.64819606071396,1.054066103833606,28.287197915999997,60.434920610370774,245.53517992105668,138.95670507068115,140.4998050664464,34.26511005468666,66.40231896929059,52.955483298470924,7.347089948312562,47.65565573177123,32.13720891460393,13.446835670819661,18.746663237519357,681.9352204818418,1861.8990572802293,0.0,496.7421034774907,680.2899258775367,0.0,681.9352204818421,1861.8990572802304,2843.187885998798,2.73472889618027,4.176987179915608,335.9849153172911,372.22396139602677,404.8697156617398,1.1188044745035453,1.2111482635218962,0.02151,0.170362,0.011726,0.005422657,0.45106,51.4,0.42494,0.0009471956123617363,15.8,4.554666666666667,0.8994,15.581800000000001,54.8,148.6754,159.8786,21.6836,14.675999999999998,36.6,1833.8931637250346,,0.0,5.0,5.0,0.8,1.2,0.8,0.8,1.2,1.2,1.4,1.0,0.8,1.0,1.2,1.2,1.2,0.8,96.0
p79,80.498025,0.017125449540078018,0.00017792451063000642,74.22693231632445,390.1305515199833,218.87211404608652,37.50915561250257,254.92165820215368,214.69973660726313,0.7731514239501632,80.472137502,38.23631666868768,315.9036192036589,171.25843747389678,175.43081491272014,34.361754623754166,72.1343703796866,55.90282978212723,7.532481539051292,50.129132422417385,37.77261575593244,16.231540597559366,22.005237957269216,661.3897944363987,1886.7537691552018,0.0,446.71089967111783,652.6645069926745,0.0,661.3897944363988,1886.753769155201,2956.538307415033,2.8572676910131265,4.476606839811369,333.8097567949684,397.7095357682341,355.97386226420355,1.1930885201957502,1.0674880713454868,0.023628000000000003,0.16191,0.012622,0.004571361,0.386022,194.0,0.42292399999999997,0.0002568244865512405,64.4,3.122137500000001,0.729,47.5342,206.2,208.7424,182.1514,27.688399999999994,13.148000000000001,136.8,6957.8240940972655,,0.0,5.0,5.0,1.2,1.2,1.2,0.8,0.6,1.4,1.4,1.0,0.6,1.0,1.2,1.0,1.2,0.6,94.0
p80,46.15600416666666,0.010695038082437045,0.00021559375612031795,85.0793748926537,386.6717419429216,232.79200340394777,44.19052053309691,279.57564323518807,229.91935958706995,0.6722134340334512,46.12987708200001,32.06457000383023,301.59236705026785,153.87973853897387,156.75238235585167,35.23528082388704,71.7358302519687,57.21983515678157,8.158711561525035,51.94921263738318,36.50054942808165,14.515995095187119,19.78661761458553,691.7609228596632,1833.6685137189968,0.0,443.7317703911822,579.3139963346084,0.0,691.7609228596623,1833.668513718995,2743.5344050031513,2.6581650871333595,3.985322789129776,331.95428041514907,374.25528109426597,435.72799862940974,1.1521336282987646,1.3320318577908838,0.023182,0.158864,0.012302000000000002,0.004304021,0.34679200000000004,84.8,0.36304000000000003,0.00048818204131807297,36.2,2.538666666666665,0.7036,25.353,90.8,184.653,183.277,27.273200000000003,25.1856,54.4,3659.3652659987083,,0.0,5.0,5.0,1.0,1.2,0.8,0.8,1.4,1.0,1.2,0.8,1.0,1.2,1.2,1.2,1.2,0.8,97.0
p81,42.73939166666666,0.004640752941987011,0.00010072090817812122,67.78809878920829,371.4380173823754,227.22903526910005,49.07422189738416,348.9829515221974,231.46444301806406,0.7739986466759209,42.712820834,47.12683713883962,303.64991859316706,144.20898211327534,139.97357436431133,34.59750864712677,67.10603316893938,53.92941040081331,7.099665038457689,50.487494490081254,32.50852452181261,13.176622768126071,16.618538678858133,663.2772380217762,1766.0912363314364,0.0,403.29174430136857,692.8819324207354,0.0,663.2772380217762,1766.0912363314371,2800.2956110913688,2.6643439478497486,4.224121978814162,264.02476160588765,402.4168248167785,337.412999350644,1.530002810958261,1.2790403267572277,0.0247,0.162046,0.013142000000000001,0.004401084,0.37704000000000004,106.0,0.39396400000000004,0.0006326274457831798,42.8,1.7407999999999997,0.4542,19.1398,111.4,226.1884,214.33339999999998,38.257799999999996,28.0908,71.8,3974.90363651914,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.6,1.2,1.2,1.0,1.2,1.4,1.4,1.2,1.2,1.4,103.0
p83,27.566716666666668,0.004207214476794858,0.00014404213081169762,75.69429989870594,349.93141648777936,229.1085525669992,44.90426347352235,256.6210972914112,224.42659835539885,0.6722487545565279,27.539608332,79.31072764380971,274.23711658907337,120.82286392078012,125.5048181323805,34.502613128068994,69.42763368626561,55.39556829477516,7.506259572263824,51.03508231906767,34.92502055819662,14.032065391490454,18.39255136719795,678.2502669310725,1865.0450571966073,0.0,449.12056096959384,609.5009473502407,0.0,678.2502669310727,1865.0450571966073,2884.142225697519,2.7526395813650866,4.255800379550431,320.1984476969338,381.6305861443101,378.5679605903782,1.192834634583745,1.1834625540521517,0.020798,0.150352,0.01114,0.004363115400000001,0.36453199999999997,55.2,0.31285599999999997,0.0007287470498411198,23.0,1.5658666666666659,0.5780000000000001,13.590399999999999,58.4,155.26399999999998,127.38499999999999,24.842200000000002,15.6156,37.6,2098.349198235902,,0.0,5.0,5.0,1.2,1.2,1.2,0.8,0.4,1.4,1.4,1.2,1.0,1.0,1.2,1.2,1.2,1.2,100.0
p84,63.319616666666676,0.012093127200092809,0.00017911034290800428,76.50120824295826,382.6987599334745,206.1102640956657,36.20645366951525,286.58647351706185,206.3935580134069,0.5365728266278944,63.292308330000004,62.411936877540995,306.1975516905162,176.58849583780875,176.30520192006765,34.06392955890514,71.03579070433025,55.99522509293597,7.491395864182662,52.19586614252552,36.97186114542511,15.040565611394271,18.83992456180474,598.184367513268,1820.5009471020062,0.0,371.3642589317187,556.0292635992432,0.0,598.1843675132675,1820.5009471020062,2897.615390655331,3.0440011948526076,4.844856330980147,275.3943175036153,328.3751449332199,317.605668785386,1.2001970676036318,1.1577970722493014,0.022026,0.15971200000000002,0.01175,0.0048495657999999995,0.311678,141.4,0.3313,0.00026260218988164797,59.4,2.0629333333333335,0.5592,33.806,151.8,180.24099999999999,198.2338,26.250799999999998,19.453,99.8,5218.459263113871,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.4,1.4,1.2,1.2,1.0,1.0,1.4,1.2,1.2,1.2,102.0
p85,61.74979166666667,0.01016121500050067,0.00016400208510020575,70.90997160827969,337.84256503720763,118.9894807884458,41.78412076271039,319.9878157242835,104.41051582578307,0.8159405636642658,61.72302083200001,37.024797102918,266.932593428928,218.85308424876183,233.43204921142456,35.8654326863657,69.45914963504612,56.11318570798066,6.650131249664551,53.20916725318459,33.59371694868042,13.345963927065446,16.249982381861514,591.5430544227486,1697.8377323636669,0.0,358.6725318709067,484.0158193700452,0.0,591.5430544227493,1697.8377323636682,2743.418872215826,2.870525179074793,4.638967849079141,280.54382667200287,398.91811228515024,423.829063969555,1.424933245027821,1.5112033028043863,0.02479,0.188894,0.01298,0.0084366406,0.357538,216.4,0.455302,0.0003114017980234771,63.8,1.2906666666666673,0.4364,27.553200000000004,233.2,222.2174,232.11859999999996,30.731399999999997,27.456200000000003,142.0,9139.233233833826,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,1.0,1.2,1.2,1.0,1.0,1.4,1.4,1.2,1.2,1.2,104.0
p86,68.38602499999999,0.019193132732979335,0.00029011010277518094,73.48403646609415,345.06811210368585,129.10641822657902,35.403699734010395,196.20559801270878,116.26715326443514,1.023941053696221,68.35926249999999,49.04783150869687,271.5840756375917,215.96169387710682,228.80095883925068,35.82347816903734,74.08234772261537,58.3787130792625,8.309203686490283,52.17056606014587,38.25886955357804,15.703634643352874,21.911781662469508,629.6640103074095,1766.452729160418,0.0,426.85723928292157,571.6204781905009,0.0,629.6640103074085,1766.4527291604195,2812.6395230564804,2.8057270037332556,4.4673972267311965,321.6291387794173,407.9540002069135,404.19016937355326,1.2701859251225622,1.257111154340048,0.023262,0.183474,0.012502,0.0077968988,0.451872,159.6,0.5005959999999999,0.00030469749162308435,52.2,4.219733333333333,0.8645999999999999,44.1216,162.0,205.8986,209.4194,27.0956,18.2608,107.4,5481.9570613063,,0.0,4.0,4.0,1.0,1.2,1.2,0.8,0.8,1.4,1.2,1.2,0.6,1.0,1.2,1.2,1.2,1.0,95.0
p89,58.749012500000006,0.013397752054873851,0.00023851210707387214,76.1975987619098,339.2136229210464,133.49955756469836,25.583288370861933,129.58961969373874,126.50700317485055,0.766278261746817,58.72200625000001,17.611021205665278,263.0160241591366,205.7140653563481,212.70661974619588,34.42312609765438,73.33854288222217,57.621112486358676,8.713297351800934,50.48854053160784,38.91541678456778,15.717430395863493,22.850002350614325,651.909749190581,1833.3521553008188,0.0,481.08152819444877,738.8205960717103,0.0,651.9097491905807,1833.352155300819,2851.011713144811,2.8140926761030545,4.3771042445563335,355.6029638023607,431.7437330307945,472.96566612672234,1.2161737127072487,1.331666372740172,0.017970000000000003,0.169052,0.009414000000000002,0.0075122004,0.400882,101.6,0.419288,0.00031315442701601305,43.4,3.925333333333332,0.8488,37.2146,106.8,181.48360000000002,169.29540000000003,17.769399999999997,10.100200000000001,74.4,3256.8513727693016,,0.0,5.0,5.0,1.0,1.0,0.8,0.8,0.4,1.2,1.0,1.0,0.8,1.0,1.0,1.2,1.0,0.8,86.0
pp1,27.845554166666666,0.003618720013626929,0.0001227414483686528,85.78889216321508,294.435919842823,119.92322777288075,19.527560908331132,114.53157322429736,114.8313144842554,1.185332585186932,27.818402084000002,38.20058842101576,208.64702767960793,174.51269206994226,179.60460535856765,35.64194696218412,68.44189498741969,54.83480826882195,7.455119741401996,49.83870872154208,32.79994802523556,13.607086718597731,18.603186265877596,649.3833923003613,1808.5011873189574,0.0,440.2373893873232,561.5197785073105,0.0,649.383392300361,1808.5011873189571,2762.278570894375,2.788489180548503,4.260100480730079,364.18057681917134,422.13072492522826,464.5258515656158,1.161471383083898,1.2760488824231406,0.017642,0.16709799999999997,0.009446,0.0083581356,0.487726,59.8,0.46756400000000004,0.001033002758751099,26.8,2.361012500000001,0.5616,14.953400000000002,60.8,166.56140000000002,171.2368,16.802200000000003,12.5044,44.2,1675.1833787413111,,0.0,5.0,5.0,1.0,1.2,0.8,0.8,0.8,0.8,1.2,1.0,1.0,1.2,1.2,1.2,0.8,1.0,89.0
pp3,108.58834166666668,0.03243416119648221,0.0003019252192406611,72.6204589697978,399.0146383439211,122.20543112477465,71.10456311506269,331.0352789204885,94.27545743374452,1.734287783723786,108.56104583600002,93.25036294315566,326.39417937412327,276.80920721914634,304.7391809101765,34.684386416383234,76.2502055332992,58.71505857406917,8.14493842796333,52.667500706736334,41.565819116915975,17.53514695923004,23.58270482656287,634.2604809261068,1803.0907895925284,0.0,449.6707264737073,594.4515877554508,0.0,634.2604809261086,1803.090789592526,2922.1422110951876,2.8434698318964218,4.608591551892543,366.4532885780527,456.61852046178575,430.10810049367467,1.2465347376356601,1.174685745593003,0.03414199999999999,0.19942,0.018366,0.0082825484,0.52003,329.2,0.6365040000000001,0.0002600053724417633,79.2,4.558104166666668,0.9086000000000001,70.7274,347.6,309.3782,308.948,41.5322,40.0894,189.0,15884.723634392492,,0.0,5.0,6.0,1.2,1.2,1.0,0.8,0.8,1.2,0.8,1.2,0.8,1.0,1.2,1.2,1.0,1.0,96.0
pp4,75.94630416666665,0.008069467082425643,9.976726918948638e-05,73.06113975617836,385.24785433213674,131.765502395584,41.8858554604549,227.97095919607114,119.11811601489805,1.554133917098088,75.919402084,31.8169134171333,312.1867145759584,253.48235193655273,266.1297383172388,34.61584900654086,67.27002957227585,53.791609463717165,6.885798194185606,49.35686503243356,32.65418056573499,13.478420108558675,17.913164539842278,630.8132966756453,1780.3191988400254,0.0,436.80626151238295,594.0793158091095,0.0,630.813296675646,1780.3191988400285,2894.5157627307353,2.8228019540213234,4.590458339759697,342.8719061975834,418.18391980497216,394.78754502142954,1.2210826720717982,1.1515313331813384,0.026894,0.194276,0.014248,0.0076524306,0.509148,211.0,0.590268,0.0003961742670460606,73.4,2.2314666666666696,0.5586,41.8988,218.8,263.79139999999995,243.55,27.758599999999994,23.4798,128.2,9076.2473092115,,0.0,6.0,6.0,1.2,1.2,1.0,0.8,0.4,1.2,1.2,1.0,0.8,1.2,1.2,1.0,1.4,0.8,97.0
pp5,39.85555416666667,0.0011004295785154682,2.7905835103928336e-05,73.26172315970558,334.541726347171,119.88167023397571,20.98347858876228,117.062712505492,115.59739365895334,1.6218352182906215,39.828402082000004,40.40651348693719,261.28000318746547,214.66005611319534,218.94433268821768,34.25923051702286,64.6887373607738,48.33759740383691,5.298736485106751,44.611293899216406,30.429506843750936,16.351139956936898,20.077443461557387,692.500402945888,1864.223478451786,0.0,563.8052186919936,683.5187822911564,0.0,692.5004029458889,1864.2234784517882,2935.4359892253237,2.70056892576588,4.253752037391388,408.41020642863003,440.2306005131355,445.95260089852235,1.08016353704668,1.0938181394001347,0.020512,0.194374,0.011394,0.0083738176,0.544072,86.0,0.5353779999999999,0.000683212964441469,33.6,3.4645333333333332,0.7006,21.8552,88.8,223.55480000000003,216.8282,16.423,12.633000000000001,58.0,1866.1544756649498,,0.0,5.0,6.0,1.2,1.2,0.8,0.8,1.2,1.2,1.2,1.0,1.2,1.2,1.2,1.2,1.0,1.4,103.0
pp6,98.58070000000001,0.0024611625074894014,2.5470839240215962e-05,71.1651096577107,335.1921777245345,110.10979478153715,19.62723242787951,95.4437739665954,106.34442101528495,1.7458205348610107,98.55347500000002,71.73894766230333,264.02706806682386,225.0823829429974,228.84775670924955,35.057625744010224,61.74286525982542,47.96928503504922,5.030771391585775,44.06036725149454,26.68523951581519,13.773580224776206,17.682498008330874,693.6375052908181,1881.218480551795,0.0,544.9412422835286,693.4516222066238,0.0,693.6375052908181,1881.2184805517961,2951.9951600432223,2.7158849795031292,4.262089772727946,393.5330543358333,431.08812160432797,450.1661102650952,1.0963155980391872,1.1446647662268954,0.018941999999999997,0.19472000000000003,0.010226,0.0090996486,0.5809460000000001,232.6,0.627226,0.00035119781044599203,84.0,2.7705666666666744,0.6624,54.7746,234.8,235.237,232.17979999999997,12.5148,9.286600000000002,151.8,8310.833725762137,,0.0,4.0,4.0,0.6,0.8,0.4,0.8,0.2,0.8,0.4,0.4,1.0,1.4,1.4,1.2,1.0,1.0,76.0
pp7,33.95484166666667,0.0034858295672126893,9.80838383282816e-05,80.5489654473235,324.16162555764305,123.68933522073118,27.415667859873004,178.86743438454454,116.44250358844008,1.0998300118793962,33.928670832,37.797513082334376,243.61266011031958,200.47229033691187,207.71912196920294,36.03596617723675,67.0984989580348,53.81979661931454,6.601594400465546,50.232232524897725,31.062532780798044,13.278702338720251,16.86626643313706,660.0285317541578,1797.083093101049,0.0,470.5043523742361,575.3591118921223,0.0,660.0285317541584,1797.0830931010485,2821.222958306388,2.729818818648255,4.285581658952858,347.26803759691444,422.8412693522925,430.0357752239562,1.2191890610258043,1.2409724317303223,0.022746000000000002,0.18925799999999998,0.012244000000000001,0.008124379599999999,0.44802,97.6,0.44551999999999997,0.0007623475913214549,28.8,2.274133333333334,0.48260000000000003,13.968799999999998,104.4,197.5316,184.1208,17.2066,14.148,65.0,3957.1909517231375,,0.0,7.0,7.0,1.2,1.2,1.0,0.8,1.4,1.2,1.2,1.2,1.4,1.4,1.4,1.4,1.2,1.4,114.0
pp8,55.85889999999999,0.017910832892061444,0.0003110091191495392,72.38040979003992,363.7510083573972,126.62315486413385,55.519934424674304,271.6986925528386,108.14636135429544,1.3001428887642554,55.831949998000006,54.94094184574976,291.3705985673573,237.12785349326344,255.60464700310186,34.75034874383276,72.53952930009326,58.838795167540866,9.451584122139169,53.25716125502139,37.7891805562605,13.700734132552387,19.28236804507187,614.1110522866273,1756.414377948624,0.0,412.9378831147392,586.5776518113449,0.0,614.1110522866272,1756.4143779486228,2859.7652674935043,2.8619544135267545,4.659626924864085,381.89115931376995,453.76394987667754,432.2449776426596,1.1887461121619682,1.1317183824759565,0.025451999999999995,0.184422,0.012998,0.0080260422,0.4933120000000001,133.4,0.54606,0.0004394711383366596,47.6,2.4255999999999993,0.6262000000000001,29.3642,147.6,243.5366,241.43419999999998,36.0486,33.8808,85.0,6280.026349393204,,0.0,6.0,6.0,1.0,1.2,0.6,0.8,0.2,0.8,1.2,1.0,1.2,1.2,1.2,1.2,1.2,1.2,94.0
pp10,41.45492916666666,0.010189071429972925,0.00023540025853564548,75.91691102727934,299.60364473567546,110.70272371691632,24.256139592991193,149.80921783560902,104.77550721005241,0.9025667353015558,41.429339582,83.7874469110279,223.68673370839605,188.9009210187591,194.82813752562305,34.33951114790904,70.39709882487657,57.44778883518647,9.384419587847585,49.82582952514111,36.057587676967536,12.94930998969009,20.57126929973547,634.1983519662597,1800.5808267925,0.0,501.10344163896355,587.7712747571362,0.0,634.1983519662588,1800.5808267924997,2798.7006294324756,2.847112697750309,4.426362471111249,400.5120806654455,438.68341728076274,499.2386425336821,1.0993058118529764,1.2489637852367652,0.018992000000000002,0.16504200000000002,0.009925999999999999,0.0090900036,0.432184,70.8,0.366604,0.0005123014488353799,31.4,3.490133333333334,0.7336,22.3272,72.6,159.00060000000002,185.89080000000004,19.0658,15.534,52.0,2077.226527396649,,0.0,4.0,4.0,0.8,0.8,0.6,0.8,0.2,0.8,1.2,1.0,0.8,0.8,1.0,1.0,1.2,0.8,77.0
